ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) payers registered before due date,Gst ( goods and service tax ) payers registered after due date
706,India,6,Haryana,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,272326,216540,30220
707,India,6,Haryana,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,273855,191649,51058
708,India,6,Haryana,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,273855,212405,26949
709,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,442968,372983,60123
710,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,442968,307172,141374
711,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,156654,131398,7888
712,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,492379,214872,276828
713,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,521051,425161,72997
714,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,521051,290005,226629
715,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,164695,136316,9203
716,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,532973,312738,207332
717,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,167887,137732,10126
718,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,546473,356584,169967
719,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,558644,442617,83954
720,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,558644,400879,132917
721,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,173388,137768,12245
722,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,570701,386553,155654
723,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,176069,137512,13654
724,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,582444,389890,161140
725,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,592372,449150,99878
726,India,7,Delhi,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,592372,379848,178483
727,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,255883,132080,20250
728,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,623319,217422,345369
729,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,262865,131689,22293
730,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,639783,403765,167840
731,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,653936,443138,125470
732,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,653936,404902,174411
733,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,269332,124954,31814
734,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,665507,446459,138649
735,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,268583,113527,44339
736,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,676767,394582,197050
737,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,674957,310702,274202
738,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,674957,441412,155549
739,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,255869,51615,108510
740,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,682591,400791,200835
741,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,254489,74681,85956
742,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,691377,426402,172978
743,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,700345,115231,480992
744,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,700345,422173,181749
745,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,252487,79416,82991
746,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,710945,378344,229537
747,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,250214,78141,84732
748,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,719691,466283,145785
749,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,730364,104042,501044
750,India,7,Delhi,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,730364,350449,266489
751,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,364482,70987,98370
752,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,740341,422298,193591
753,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,355644,72573,97833
754,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,752005,450318,171321
755,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,759157,337223,279187
756,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,759157,461103,164316
757,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,323034,70025,102871
758,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,765931,490239,140046
759,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,309950,74722,99161
760,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,767326,458504,175509
761,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,766277,266498,362472
762,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,766277,406663,231476
763,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,285320,65780,110686
764,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,757603,437967,204065
765,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,274081,80807,97950
766,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,756133,522257,123907
767,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,746559,460035,179139
768,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,746559,455755,195414
769,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,253369,104289,75861
770,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,745423,535714,118879
771,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,251087,140232,40616
772,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,750648,474600,182693
773,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,752110,456725,176102
774,India,7,Delhi,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,752110,43809,610014
775,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,749164,143262,60260
776,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,750773,50872,592629
777,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,684312,132143,71382
778,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,738386,157544,484272
779,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,735720,304325,324882
780,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,735720,241681,403238
781,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,377107,63323,144576
782,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,744442,260242,389658
783,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,358920,79685,130475
784,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,756644,382047,276312
785,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,764172,431348,216686
786,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,764172,477432,186098
787,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,333237,92476,121209
788,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,777864,494200,177276
789,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,323065,100713,116373
790,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,781370,531886,145349
791,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,767321,559256,109949
792,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,767321,564644,116579
793,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,376806,158795,147625
794,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,376545,205337,112716
795,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,362361,182246,129133
796,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,362039,205337,115939
797,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,717401,451790,221500
798,India,7,Delhi,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,717401,464296,216362
799,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,406536,48183,317102
800,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,406536,59365,312577
801,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,404491,53992,309547
802,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,404491,84001,284908
803,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,718779,376101,293015
804,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,718779,479679,195088
805,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,403668,229701,137473
806,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,403668,282597,89727
807,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,406853,244750,129603
808,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,406853,293612,85866
809,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,722282,493260,191384
810,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,722282,569629,120560
811,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,397671,257910,113209
812,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,397671,302402,73725
813,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,400740,332280,44542
814,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,400740,306325,74238
815,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,730568,500837,190997
816,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,730568,586576,109669
817,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,402711,281921,91048
818,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,402711,307643,69891
819,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,402569,339890,37557
820,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,402569,306448,74487
821,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,736680,510199,178092
822,India,7,Delhi,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,736680,572346,117427
823,India,7,Delhi,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,410282,283884,90229
824,India,7,Delhi,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,410282,332213,43804
825,India,7,Delhi,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,416018,294541,75742
826,India,7,Delhi,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,416018,326640,38964
827,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,399525,308273,68803
828,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,399525,251205,139744
829,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,126607,96765,5552
830,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,422945,180075,230333
831,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,435929,333154,77502
832,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,435929,225342,199930
833,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,119115,98715,6254
834,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,418736,252332,153904
835,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,119566,99286,7757
836,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,427452,284148,127150
837,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,433360,333036,78787
838,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,433360,314825,100714
839,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,121543,98827,8485
840,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,442318,309691,112568
841,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,122081,98438,9093
842,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,449574,310935,117765
843,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,455889,335895,93792
844,India,8,Rajasthan,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,455889,291092,143558
845,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,181698,98521,13843
846,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,468999,197238,242309
847,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,194250,98361,14727
848,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,489282,324757,122989
849,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,500417,337189,111143
850,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,500417,323793,130572
851,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,195360,93660,20771
852,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,507666,359076,100162
853,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,193037,86077,28726
854,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,515229,319734,145406
855,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,511436,246708,217190
856,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,511436,360304,110221
857,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,180725,37374,78763
858,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,520284,331550,143164
859,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,176831,56359,59696
860,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,524911,355301,118908
861,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,530594,100526,373972
862,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,530594,351397,127286
863,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,171569,62254,54696
864,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,538347,321323,162327
865,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,168653,60072,57005
866,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,545177,388285,100610
867,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,551432,79540,405928
868,India,8,Rajasthan,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,551432,283715,209393
869,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,246498,51178,70687
870,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,553708,348235,138893
871,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,236220,54427,67549
872,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,557836,372067,118818
873,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,560439,263161,225223
874,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,560439,380086,113959
875,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,205814,50965,72576
876,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,561513,402141,95980
877,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,193923,54220,69450
878,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,560642,374398,126096
879,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,559918,199263,299007
880,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,559918,337154,166986
881,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,184413,43294,81563
882,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,561583,364694,143385
883,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,173833,55711,71809
884,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,559753,430679,80870
885,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,541872,368743,137844
886,India,8,Rajasthan,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,541872,363953,151318
